species,behaviour,uncertain,provisional,thousand_seed_weight_g,evidence
Neolitsea konishii,recalcitrant,,,,"(Lin & Huang, 1994); pso = 60 days when stored first at 25�C with 80-91 % r.h. for 2 weeks, then at 4�C with 80% r.h. (Lin & Huang, 1994)"
Neonotonia wightii,orthodox,,,,"long-term storage under IPGRI preferred conditions at REG Kew, WP. Oldest collection 23 years"
Nepeta cataria,orthodox,,,,"4% germination following 15 years storage at room temperature (Harrington, 1972)"
Nepeta grandiflora,orthodox,,yes,,"viability is halved after 5 years storage under laboratory conditions (Priestley, 1986)"
Nepeta nuda,orthodox,,,,"long-term storage, ambient/silica gel drying and -20�C at RBG Kew, WP. Oldest collection 2 years"
Nepeta phyllochlamys,orthodox,,,,"long-term storage, ambient/silica gel drying and -20�C at RBG Kew, WP. Oldest collection 2 years"
Nephelium lappaceum,recalcitrant,,,,"MCS = 36%, viability is reduced by 12% on desiccation from 36% to 25% me, and no seeds remain viable when the mean me is reduced to 13% (Chin et aI., 1984). See"
Neptunia plena,orthodox,,,,"long-term storage under IPGRI preferred conditions at REG Kew, WP. Oldest collection 13 years; germination change 100 to 100%, 11 years, 1 collection"
Nesogenes dupontii,orthodox,,,,"long-term storage under IPGRI preferred conditions at REG Kew, WP; germination change 40 to 30%, 11 years, 1 collection"
Newtonia griffoniana,orthodox,,,,"long-term storage at UTA Genebank (Ng et ai., 1993)"
Nicandra physalodes,orthodox,,,,"long-term storage under IPGru preferred conditions at RBG Kew, WP. Oldest collection 19 years; average germination change 98 to 96%, mean storage period 12 year"
Nicotiana alata,orthodox,,,,"seeds not damaged from exposure to liquid nitrogen (Stanwood & Bass, 1981; seeds maintained for 3-5 years in commercial storage conditions (Priestley, 1986)"
Nicotiana glauca,orthodox,,,,"seeds maintained for 3-4 years in commercial storage conditions (Priestley, 1986); long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest col"
Nicotiana glutinosa,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 19 years"
Nicotiana gossei,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 1 year"
Nicotiana latracum,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 19 years"
Nicotiana megalosiphon,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 19 years"
Nicotiana occidentalis,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 1 year"
Nicotiana plumbaginifolia,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 10 years"
Nicotiana rustica,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 19 years"
Nicotiana sylvestris,orthodox,,yes,,"seeds maintained for 3-5 years in commercial storage conditions (Priestley, 1986)"
Nicotiana tabacum,orthodox,,,,"92% germination following 20 years hermetic storage at room temperature (Harrington, 1972); seeds not damaged from exposure to liquid nitrogen (Stanwood & Bass,"
Nicotiana velutina,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 3 years"
Nigella arvensis,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 23 years; average germination change 100 to 96%, mean storage period 17 yea"
Nigella ciliaris,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 17 years; germination change 88 to 92%, 12 years, 1 collection"
Nigella damnascena,orthodox,,,,"18% germination following 10 years open storage (Harrington, 1972); viability maintained after 8 years hermetic storage at-18�C (MontezumaDe-Carvalho et al., 19"
Nigella hispanica,orthodox,,,,"2% germination after 6-7 years storage at room temperature (Garcia & Duran, 1989); long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest col"
Nigella integrifolia,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 10 years; germination change 84 to 86%, 8 years, 1 collection"
Nigella nigellastrum,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 5 years"
Nigella sativa,orthodox,,,,"seeds maintained for 3-4 years in commercial storage conditions (Priestley, 1986); long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest col"
Nitraria retusa,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 1 year"
Nolana paradoxa,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 3 years; germination change 84 to 70%, 13 years, 1 collection"
Notholirion macrophyllum,orthodox,,,,"long-term storage under IPGru preferred conditions at RBG Kew, WP. Oldest collection IS years; germination change 100 to 100%, 14 years, 1 collection"
Nuytsia floribunda,orthodox,yes,,86,"air-dry storage (Langkamp & Plaisted, 1987)"
Nymphaea alba,recalcitrant,yes,,,"seeds cannot be dried (Guppy, 1897)"
Nymphaea gigantea,orthodox,,,,"16% germination following 16 years open storage at room temperature (Harrington, 1972)"
Nymphoides peltata,orthodox,yes,,,"seeds tolerate desiccation (Guppy, 1897)"
Ocimum americanum,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 18 years; germination change 92 to 94.4%, 10 years, 1 collection"
Ocimum basilicum,orthodox,,,,"seeds maintained for 4-5 years in commercial storage conditions (Priestley, 1986); no problem for long-term storage under IPGRI preferred conditions (SSLR); lon"
Ocimum campectrianum,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 1 year"
Ocimum gratissimum,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 13 years; germination change 100 to 100%, 10 years, 1 collection"
Ocimum kilimandscharicum,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 16 years; germination change 100 to 100%, 14 years, 1 collection"
Odontites verna,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 14 years; germination change 96 to 100%, 14 years, 1 collection"
Oenanthe crocata,orthodox,,,,viability maintained after 8 years hermetic storage at -18�C
Oenanthe pteridifolia,orthodox,yes,,,"(Garcia & Duran, 1989)"
Oenothera acaulis,orthodox,,,,"long-term, ambient/silica gel drying and -20�C at RBG Kew, WP. Oldest collection 2 years"
Oenothera affinis,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 15 years; germination change 100 to 100%, 13 years, 1 collection"
Oenothera albipercurva,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 2 years"
Oenothera ammophila,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 2 years"
Oenothera biennis,orthodox,,,,"seeds maintained for 2-4 years in commercial storage conditions (Priestley, 1986); long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest col"
Oenothera brachycarpa,orthodox,,,,long-term storage under IPGRI preferred conditions at RBG
Oenothera cambrica,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 4 years"
Oenothera campylocalyx,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 18 years; germination change 88 to 90%, 10 years, 1 collection"
Oenothera curvifolia,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 15 years; germination change 100 to 100%, 13 years, 1 collection"
Oenothera deltoides,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 15 years; germination change 52 to 80%, 14 years, 1 collection"
Oenothera deserticola,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 13 years; germination change 99 to 100%, 11 years, 1 collection"
Oenothera drummondii,orthodox,,,,"seeds can be maintained for 2-4 years in commercial storage conditions (Priestley, 1986); long-term storage under IPGRI preferred conditions at RBG Kew, WP. Old"
Oenothera elata,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 19 years; average germination change 93.5 to 94%, mean storage period 15 ye"
Oenothera elongata,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 13 years; germination change 96 to 100%, 12 years, 1 collection"
Oenothera erythrosepala,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 5 years"
Oenothera fruticosa,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 15 years; germination change 68 to 80%,13 years, 1 collection"
Oenothera glazioviana,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 3 years"
Oenothera gracilis,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 6 years; germination change 86 to 38%, 20 years, 1 collection"
Oenothera grandiflora,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 20 years; average germination change 90.5 to 89.2%, mean storage period 14 "
Oenothera grandis,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 14 years; germination change 95 to 90%, 12 years, 1 collection"
Oenothera hookeri,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 15 years; average germination change 94.5 to 84.3%, mean storage period 13 "
Oenothera humifusa,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 15 years; average germination change 95.3 to 91.7%, mean storage period 13 "
Oenothera indecora,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 16 years; average germination change 100 to 95%, mean storage period 13 yea"
Oenothera jamesii,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 23 years; average germination change 94 to 100%, mean storage period 20 yea"
Oenothera kunthiana,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 20 years; average germination change 90.4 to 92.3%, mean storage period 13 "
Oenothera laciniata,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, \\'P. Oldest collection 23 years; average germination change 100 to 80.5%, mean storage period 15"
Oenothera longissima,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, \\'P. Oldest collection 14 years; germination change 92 to 96%, 12 years, 1 collection"
Oenothera macroseles,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, \\'P. Oldest collection 5 years"
Oenothera missouriensis,orthodox,,yes,,"seeds maintained for 2-4 years in commercial storage conditions (Priestley, 1986)"
Oenothera odorata,orthodox,,,,"long-term storage, ambient/silica gel drying and -20�C at RBG Kew, \\'P. Oldest collection 2 years"
Oenothera ovita,orthodox,,,,"no loss in viability after 7.5 years storage at room temperature and -15�C (Kay et ai., 1988)"
Oenothera parviflora,orthodox,yes,,,"no loss in viability after 12 months hermetic air-dry storage at 5�C (Grime et ai., 1981)"
Oenothera plantanarum,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 13 years; average germination change 93.5 to 98%, mean storage period 11 ye"
Oenothera purpurata,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, \\'P. Oldest collection 17 years; germination change 100 to 95%, 14 years, 1 collection"
Oenothera purpusii,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, \\'P. Oldest collection 13 years; germination change 90 to 100%, 11 years, 1 collection"
Oenothera ravenii,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 15 years; germination change 100 to 96%, 13 years, 1 collection"
Oenothera recurva,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, \\'P. Oldest collection 21 years; germination change 88 to 100%, 14 years, 1 collection"
Oereoclades maculata,orthodox,,,,">75% germination after 7 months hermetic storage at _lOoC (Bowling & Thompson, 1972; cited by Pritchard & Seaton, 1993)"
Olax subscopioidea,orthodox,,,,"long-term storage at UTA genebank (Ng et ai., 1993)"
Olea europaea,orthodox,,yes,,"viability can be maintained for 2-3 years in open storage at room temperature (Krugman, 1974c; Ellis et aL, 1985c). About 16% of excised embryoes extracted from"
Olea glandulifera,orthodox,yes,,290,"dry seeds can be stored hermetically, but short viability at ambient temperatures (Dent, 1948)"
Olea welwitschii,orthodox,yes,,303,"(Kimariyo, 1973); seeds should be stored in hermetic storage with low moisture contents and cool temperatures (Albrecht, 1993)"
Oncidium ampliatum,intermediate,yes,,,"<50% germination after 3 months hermetic storage at -10�C (Bowling & Thompson, 1972; cited by Pritchard & Seaton, 1993)"
Onobrychis aequidentata,orthodox,,,,"long-term storage under IPGRI preferred conditions at REG Kew, WP. Oldest collection 13 years; average germination change 93 to 100%, mean storage period 11 yea"
Onobrychis alba,orthodox,,,,"long-term storage under IPGRI preferred conditions at REG Kew, WP. Oldest collection 13 years; germination change 96 to 100%, 11 years, 1 collection"
Onobrychis arenaria,orthodox,,,,"long-term storage under IPGRI preferred conditions at REG Kew, WP. Oldest collection 15 years; germination change 100 to 100%, 11 years, 1 collection"
Onobrychis caput-galli,orthodox,,,,"long-term storage under IPGRI preferred conditions at RBG Kew, WP. Oldest collection 13 years; average germination change 100 to 100%, mean storage period 11 ye"
Onobrychis crista-galli,orthodox,,yes,,"50% germination following 5 years open storage at room temperature (Ewart, 1908)"
